1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.5859055126271516,0.7830548870773514,0.948472919424654,0.5905963475443131,0.1847018597567841,1.0,1.0,1.0,1.0,0.0,0.413144928732354,0.9191569000445912,0.5547443046253552,0.47199253373153205,0.3539132465936047,0.8308258748563445,1
0.6806243040347881,0.42442992896957055,0.2979528555885226,0.9256512640278195,0.2316080438473409,0.9665514777878704,0.5369753475908416,0.024285167001765973,0.09925037557698468,0.32844887887840823,0.21246914691739727,0.7731277871353084,0.9966931307087031,0.829155421616256,0.29989185083070213,0.010134757336718092,1
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
0.7746796015459022,0.3441899956763468,0.1919186961678896,0.9620906435033314,0.3666562045524564,0.4450866974419635,0.5210534741676159,0.5731906494906348,0.8898769048759897,0.47380082829260917,0.1522313310717336,0.808696014858026,0.02233930372091031,0.053649439855697034,0.14527839926018793,0.42930102663450265,1
